x,y
1.490142459033698,5.7789957912394
-0.41479290351355397,1.0196815587984296
1.9430656143020775,4.005391968444504
4.569089569224076,7.844305583037004
-0.7024601241700079,-0.008473621112836005
-0.7024108708475416,-0.617850970851584
4.737638446522174,11.265663333099813
2.3023041874587262,5.874951978281391
-1.4084231578048563,-0.7177408849710423
1.627680130757894,2.1848898383946525
-1.3902530784373868,-0.14571802560612213
-1.3971892607107705,-2.399179312036742
0.7258868146981023,5.602295374646736
-5.739840733973393,-12.858057104125923
-5.174753497539099,-6.877579388747699
-1.686862587722918,-2.97790360852054
-3.0384933610032716,-7.37982272923544
0.9427419977858216,0.917712327463
-2.724072226563633,-6.088839069515906
-4.236911104005874,-7.625490315207916
4.396946306764662,9.839563589600324
-0.677328901459607,-2.502057810796372
0.2025846140637715,0.35646004360557737
-4.274244558640371,-4.263948400057014
-1.633148173575548,0.18878999305032673
0.33276776912959827,1.5381828776072606
-3.4529807322669086,-6.8299545081974165
1.1270940550370159,2.4942507635105544
-1.801916069756415,-2.3767961940519964
-0.8750812493798303,-3.795747629156472
-1.8051198366881906,-4.124992748223072
5.556834553526813,7.776500959298447
-0.04049167421380176,0.717462896782955
-3.173132786867701,-5.05187369432992
2.467634736309567,3.968896548020386
-3.6625309499130667,-4.177088373246068
0.6265907850142662,-1.19834975597615
-5.8790103716393265,-14.686770503698293
-3.9845581466952913,-7.520212656270639
0.5905837076073706,3.27536402043905
2.215399739986231,7.798654862888199
0.5141048435699115,0.11044116140194293
-0.34694484716472157,1.463471972533148
-0.9033110867678664,-1.8836391125371472
-4.435565971102282,-9.216386542086203
-2.159532625184126,-2.5517453753949066
-1.3819163128793626,-1.4591868689318859
3.171366678656747,3.1899490433449955
1.0308548687053842,5.01479043686256
-5.289120466088201,-7.8180582238815
0.972251908184385,0.6933784133497112
-1.1552468412489496,-1.5188866156230811
-2.0307660009178763,-3.073471629270275
1.8350288665226038,4.191405264693022
3.092998567487853,5.085386827284865
2.7938403573485955,4.244433978821088
-2.5176525696679155,-5.0864132813187215
-0.9276371275536437,0.490183783411442
